,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,2,-1.876633258418803,0.6123126586407907,-1.4544125268974644,0.08312650570342564,0.8117972963877939,-0.05864798708176333,1.743832626258743,1.0859406679841344,1.7359363651614441,-2.3780623625185284,1.3038350946754955,-0.3115158661705021,0.22428578051965933,0.06987909589990474,-2.2053711007763503,-3.522442802947131,-5.890765818448421,1.6525677192699484,0.7068546790942213,0.8977208445231801
1,2,0.20751585546518758,-0.49404636803570434,5.808371118097137,2.3268132317193486,-0.5531739445781673,1.287520090857513,1.27615076078505,0.9547056694657787,-1.8875926550916504,0.31724108499343806,0.7332551723587845,-3.076477790655711,1.9050272251514904,-1.7007899565135811,3.4923303760510684,-1.3978521745577388,1.2469408711877983,0.16197069203672768,0.4501835388694866,-0.5954176864805798
2,2,1.0337499003324033,-1.037783654235371,-7.123121818725966,-1.0812887533644884,-0.955205853598399,-1.3310037162142494,-0.2728703092889042,-0.3382664226496631,-1.4361360604320352,-3.6004741091003836,0.35393857421203145,5.838816838229968,0.43396202676400975,0.1257617302394383,-2.716632064799494,0.11571723539902218,-2.012910012004476,0.14760839576436705,-0.2590182454144614,-1.351894460494946
3,0,1.7980307870333938,1.252469273242544,-3.359008289417152,-2.3206380939278364,-1.0583329468885139,-0.39159991545412565,-6.359209073529952,0.6348295306788379,-0.7611993102941977,-1.2155160628320516,-0.29851568042722576,1.367393967499217,-5.299455885920919,-5.256251933372103,-3.880325085264178,2.137945816567845,5.792676894115101,2.6723285699139994,-0.03149915801248179,-0.07401687831254489
4,1,-1.3293431774041664,-1.0488203679136698,1.9529593240021643,0.34626343180647035,-2.3296918571119467,0.06003220330963907,1.7055437581731412,-0.05575574275956327,0.42607673090936526,1.4154454608748988,-1.4794352638752675,-1.1346548295089662,-0.803469699399402,-1.1042526759176345,0.5221951535824657,-1.8984648122978678,1.4547125380221864,-0.04915754188828533,0.08748537517340715,0.6833725902976222
5,1,0.2903714708316526,-0.481106070038697,1.0305410770450893,1.45475342342873,0.22149741726196437,-1.0979564028813402,0.05469950944739513,1.6117717343265479,-3.4789550448035174,2.273093837023049,0.46071671675114667,-2.592803853107608,-1.7832851511139491,-0.6479766301515254,5.4742445061569365,1.3269748838882152,1.3815403095611591,1.390989885649923,-1.128228760230222,0.5938640465838894
6,1,-0.0420498628846796,-0.3809609147828209,-3.148966150472022,-0.4983573599099086,-1.5823488972109958,2.18479348888173,0.9457491469860566,-1.3864498869700306,-1.0306842914454684,3.061739265840892,1.8276611581966087,-0.35411973624117044,-3.642640889986441,-1.6357981168765412,1.1559866975458872,0.5611745192594256,0.03145280418923807,0.9119884900402202,1.3176312225432416,0.9814626027520582
7,2,0.2702827566702456,0.3862843380642146,-0.689738002992571,-1.4572966947738002,0.11719613539439487,-0.5522038447844912,-0.6805976663122744,-0.09752160870894377,2.5389964386205404,0.21539742675681497,-0.05040790129550418,0.8267073311390599,-1.495733695563062,-1.3862093155954853,-3.7290558891702483,-0.2647605144197588,2.120835340977263,-1.1335633281209914,2.4353485717139884,0.6676333726906704
8,2,0.0006567849076081766,-2.6619732475226,8.388366484547367,5.3763845617523955,0.502390657448186,-1.2312555093107738,3.011197615198738,0.13944165922385998,-1.7141943930750467,3.0260087275846934,0.40626619928260566,-0.3904288068555467,2.6925588253152117,-3.1370922281042932,3.1692462539668056,-3.5156534719537667,-2.283050974629825,2.3827924386932797,-0.862877836245335,0.3177857400355012
9,0,1.131621688305763,-1.8787322860541233,1.1997747609147895,-1.708019591370935,0.3047421835636243,-1.5271829547459361,-4.211112879508766,-0.03942091386679619,-0.7349736711157391,0.5929271579061918,-0.8786220366845938,-0.6544241617004692,-2.6836856729651553,-3.863918259678651,-1.118674495166831,2.6885410755082235,9.199164803156144,-0.6777865655471519,-0.9770657668259349,0.0580107029092248
10,1,-0.02224302148494009,0.3190356480449428,2.1355554306206175,-0.6425232129349606,0.03546396283441372,1.4089236735802924,-1.7533135457230402,-0.1942238991464242,-1.4770710007380505,-4.092240045144009,-0.673681898319768,-4.565633918138147,2.1585408237284196,4.751145071380613,4.8182871351428185,3.828990809189225,5.7289325099416635,-6.165836423718954,0.37160266546551524,-2.5831861839267196
11,0,-0.23974472469725241,-0.7942501512268538,1.9588328294326411,1.513330704480756,-1.9766669373659704,-1.1619696868326883,2.902943515911637,0.2983286774365783,1.4846344099553574,-1.430139247941896,1.039640175292383,-3.0871945760431565,0.3614511608936878,1.3378158906116822,0.9555325077981336,-3.2407107268360824,-4.207269822040762,-1.5000462727191648,-1.2747651776024065,-0.42971354522425975
12,0,2.5967601283644677,1.4740247147526666,0.1261883374411054,-3.424117530119898,0.6383265659850882,0.39626807834011835,-0.5388877050334534,1.9647533337832463,2.304110818823665,2.1314514107716565,-0.4046763228124869,-0.42183040746854983,1.4399078403841712,-0.3290558454970751,-2.560778392047905,0.921608275571567,2.142537367632304,3.58157358131807,2.550396235598032,-0.15388097902208178
13,2,-0.24821897171788396,-0.2780028528080295,1.539557079717108,-1.2671790843855768,1.3184424912975288,0.5003500446513834,0.8593641051721542,-0.5970386196884158,-1.5832593767366139,-0.9444337666862174,-0.44885690408914514,-0.08603313131990373,2.2516199773118495,-2.4812004877370213,0.04834487020779088,-0.7237342439015417,5.139538654767624,-0.5576747922647026,-0.9020413727594739,-0.5356533937745875
14,1,1.1470543308811756,-1.4045655101039198,1.2896560512847186,-2.7082336630328805,-0.4992586278351111,0.9960427098434569,-1.856461396493403,1.2862243103683277,0.7325001625362243,1.5706498888756009,0.7932319161313024,-0.1598129581154549,-0.5112874476204785,-4.390294528637128,-3.022675852323051,1.2832867725572579,7.482161692900645,0.03097458044611559,0.016494572758838755,0.18897742095548709
15,0,-1.7133002211889732,0.40050097881598123,5.422385281725883,-1.7644624096988544,2.406124244385239,-0.0364387589543651,-2.54263765493326,-0.20790553333367853,1.2649170968478765,-2.057206093986284,-0.6318296045927619,0.7908389420021403,5.134592798640854,-4.215087509608556,-4.807546216247504,-1.0795377410511622,4.599954939678491,3.760047502882426,1.7895429333011668,0.35415938373581124
16,2,0.21401896339130982,0.561403872093844,-3.6776960974364497,0.5943415289184689,0.8113515170341116,-0.3252392860306855,-2.732402495603757,0.4358613626160506,1.2768445915492408,-0.553266389706288,0.5392047065737117,1.8672780908922257,-4.593181004648108,-0.10445131404592908,-2.308210277068914,1.0191254588890606,-1.9925891021247293,-0.28558647794121106,0.5933612273919296,-0.1393030637264037
17,2,-1.0683207344946466,1.3186840037529366,1.9913892284425427,3.9615435350638,-0.3449700017877946,-0.30536896309728634,1.098192396922166,0.59584856087391,-3.133456918607254,-0.5233405120542375,-2.200643405434716,0.33858509307786966,-0.9431709769417901,-0.7230099251624278,3.891469506709803,-2.2865022429844166,-1.6227173545439018,0.8435472358241519,-2.6092487342656177,0.7039667629904057
18,0,0.8069690674094457,-0.37695980378425287,-1.6935529090727095,-1.0514712695739148,0.6143924259187734,-0.9738494535662895,-1.4402089887881588,1.110617348845359,4.384370327624955,-2.6276638503632603,-1.7677306341931858,3.920140096943235,-0.22765604731014574,-0.17014410073224748,-7.152211910621048,-1.8301789055286588,-1.4674126724637657,-0.10482752700419082,-0.26112702240062013,0.49462103944054725
19,1,1.5549322712497937,-0.7369928005175302,-2.923597620153054,-3.398046136485072,-0.2383803709339359,-1.5994193676698645,-0.16958951206668502,1.648298434531239,-1.3678420502187947,1.2721120510761617,-0.6188119792525107,0.2856257103481211,-0.2607499639303479,-1.068562350404346,0.18311232798019456,1.7698872661227125,4.955332805977605,1.4415526644948808,1.4073916396222472,0.6313940523944565
20,1,-0.8393662427345233,-0.5729037079698458,4.6558470688031095,4.619213971749292,-0.8060086511033154,-0.7221619220198571,1.0522957923668879,-0.0782860411531093,-2.3343152942550556,2.7292720860898596,-1.6110547812426947,-2.016144256201943,-2.6377473763394184,-1.8858436336851767,4.789064541365237,-2.2027143416279684,-1.2125479269034642,1.9691863609353706,-1.0774698650514498,0.33073792591638396
21,1,0.6368745220982369,1.0875166351335923,2.6245035947509607,2.5709030241811384,1.5343721608667868,0.8707123388443188,0.6321616056846375,-0.307258742740407,-2.4119615631118108,2.883247818680005,-2.17233245726167,-0.12294430865437397,-1.4345981948221378,-1.2509231757920816,3.7641026262651374,-0.37925587719494724,1.454613291299275,1.5270913045556562,-0.4669526969978116,-0.30462616511918705
22,0,1.0170865199054637,-0.5488872896141932,-2.291781699392463,-0.7184433443457604,0.9773676664062143,0.13099559214111814,-0.712834478334537,-0.06144852736902673,-3.6555412605649344,-0.639749856609619,-2.7629060574670263,-0.2714403196391969,-1.6355515876239406,-1.510251468488005,2.589119967495976,-0.6500624198743076,1.3067159792497567,4.8485713313525185,0.10081246432064296,-1.4281600484549826
23,1,1.251519649760912,0.5610297729162461,2.711253520760849,1.2592200125313004,-0.38370328728799474,1.250718261545847,-1.9410647711437927,0.10300695140186784,1.0623888686453296,1.7803725938650192,2.2196255623215824,0.203838778794065,-0.9396426352297668,-2.6927980129281024,-1.6413417799508627,0.8307154186753485,0.7016672067476117,0.6676672952086679,-0.5157649025097695,1.1654679875587044
24,2,0.8260020516864717,2.544174477294445,-2.8965334614604434,0.035832894322593206,-2.4651034194613684,0.31001671891941285,-3.2374978068625673,0.901324168088292,2.9873903088241156,-1.0151740138761298,0.6825019629927999,2.9644356878370774,-2.8682666207645653,0.28670315924527456,-4.610986719868598,1.292260895296421,-1.871168967878624,-0.6744517189839397,1.5112560944355256,-0.36521671709941506
25,0,-2.1938967391470094,1.1382753765962856,-0.6581074916399828,1.25375303150945,0.6617222757700255,0.9669014510800548,0.48645733284353254,-0.2254181109692954,-1.560493545146556,-1.9202860796618562,-0.06760006563360807,1.1882485014371773,-0.3241871980942035,-1.2471441833928016,0.3217764542114512,-1.491904329672128,-0.5457387033912602,-0.4144556533248781,0.779769292827235,0.049845383648490255
26,0,0.5538177556040745,-1.6893382043653546,3.189337474683247,0.37127058313857775,-0.2718645740496136,0.8676522409124312,0.4586552377560478,0.16063200812087283,0.5721804480750304,0.38596365046848724,-0.4499412225700138,-1.1910982864836677,-0.7491556058814348,-2.9982371279205684,-0.8896358110464365,-1.8232086819371949,3.369000768116475,-1.1175816013410231,-0.17756871288782708,0.47763324158243636
27,1,0.49062601705183395,-0.5834482965941301,-3.188537878094132,1.7048914986389079,-0.5491316388258866,1.2415658933660627,-0.6859747831427657,-0.653076163641822,-0.7354827561164267,-0.13258599975199933,1.3285693744243081,3.2403762957312163,-0.018196376180015544,2.790595330680908,0.9274330897606113,2.2760097581880405,-4.249588429941358,-0.055570666165984245,1.0982832420899071,-0.4897759160484033
28,1,0.5364559053370208,-1.7297221187728318,-2.8023219834579844,0.8619959457511651,-1.1036173724093432,-0.8302700047935115,1.4578737225134177,0.7483257741665266,-5.91686105223677,2.6429811406670076,2.5722544525188433,-0.21182323415107282,-1.2794722421393323,-1.0403874115901526,6.430034250228161,2.5564073392360283,1.630642180220344,0.3339824450056831,-1.0465538338794522,-1.0597352627574899
29,0,-0.44699141517835617,0.6956382869297173,4.110732871832394,1.7923245820678608,1.1903495636223853,-2.0724535030069844,1.10648247913352,-0.7362714033136135,2.0232959214676285,-1.561057704758468,1.1751436011469774,-1.1373219402515438,0.26883740263219214,-3.0769286170311783,-2.672316925742402,-4.22381271146292,-1.6517234151914777,-0.5923771757256339,0.4777971827904197,-0.9397614408072296
30,1,-0.36278770373244784,0.8259480021777107,0.9707644489410668,3.945412627831742,0.49904792920427166,-2.1788621383731757,0.732065270466838,-0.3462763498906448,-2.6007058912454055,4.820387059025046,-3.1954610684866944,2.8363931367132773,-4.156310459386437,-1.8656269273506951,3.37610605756597,-0.19748570970701504,1.36293751138127,0.5430849275491052,-0.5964859456114353,0.10797745418875172
31,2,1.029003796256661,-0.8426413042941268,2.5529298467480217,0.6755940046691054,-0.7344866378923192,-1.1888742035639535,-0.5746242585914826,1.3773330833241766,0.40133122698717727,-1.0997118790590852,2.2793372585502008,-2.342610705728878,-1.3693362545896275,-3.5422989735304804,-1.1125582444879993,-1.579527285294522,1.455106538031635,-1.1357565623910393,0.4388874196269258,0.9819512390170668
32,2,0.6438273458705711,0.8867231481913889,0.6473858116368999,1.5514993195452083,-0.05436493054331493,2.3779845938351425,3.3909576253531415,0.23604115597254696,2.2093835423399972,1.936868962098278,-0.26489433418292163,-0.258676425467839,-0.5259780853821697,2.1651046518449353,0.49567650713505595,-1.9482076373448054,-3.820609046981439,-1.4904590273373017,1.7051397857014992,1.8199830054671031
33,2,0.17721917872635096,1.0083860691201072,-3.378544509130416,-0.6504945351609339,1.7992984071740472,-0.2752557397954205,2.1900483989424138,0.028968638414122186,0.8449497905166335,-0.5357257634555642,1.2654319241226248,0.4595636038171369,-1.6064120540718358,-0.39013635921373857,-1.43204359334008,-2.03405652618102,-2.5917415431837356,-0.6009779791312878,0.10620208041531196,0.9100032729158367
34,2,0.6720873545532186,0.37474402619278735,0.5235779435204122,-1.135310566439627,-0.0812860048385863,0.3346672722223355,-2.2354667965423265,-0.049290421518104116,-1.3198770080424622,-1.8498171149945457,0.6746274288360835,0.7099061020005623,1.0030625859494287,-2.5754502160530164,-1.1630105108271898,1.379424518494216,5.217562956428078,-0.7235903773811149,1.0044550858542072,1.3039697619206105
35,1,1.4135331080483946,0.957036093288919,3.2301352255424414,0.5811688186984444,-0.04185726377628285,-0.2522460331975829,-1.5762119435894957,-1.5528059336067808,2.078101546985595,3.190002157895598,1.9081896259715674,-2.3410265115057083,-0.6883252399987191,-0.2433804369485346,-0.07622750996092567,1.4642764888555888,-1.0098430367103404,2.4625677565207185,0.04930280487731903,-1.3741113804327565
36,2,0.4117424073303285,0.5691008354104685,-4.671912149289124,-0.737359936290915,-2.4679667791360917,-0.5440858167699915,-1.577746450385627,0.6230726181691423,-1.8213374922497687,-1.594774458198696,0.5452105000194303,1.2895169808534563,-0.5162773977276922,1.8755893337734433,1.18866118856102,2.218614751252156,-1.8293149402277644,1.8145619275487697,1.2783719803813725,0.08447273094924039
37,0,0.4238218715937666,-1.1261351382576132,2.7325411075430495,0.9580116128958924,-0.627245788294916,-1.2716373869387418,2.0734852450973995,-0.35894678119348455,-1.234064047172362,1.1226917272624077,-1.8132411661892254,0.09573263416313918,1.833645268302237,-0.5578888781829224,1.9497998804450907,-1.3868652385843003,1.496870678800555,0.6976453054119476,0.2718528306003762,0.6734006303079069
38,0,1.9665985479453028,0.8703931505460831,2.2573639043814144,-3.3677415481705943,1.6986692357153395,0.5521741524288317,-0.7352768754405173,-0.04447157455873832,-0.06090271901770103,-0.06199071910382045,-0.37700164959868554,-0.5185509358616417,4.6571631838749274,-1.9332601509860958,-1.6388194106854377,0.44362078923734594,4.375776550002902,4.305482452046306,0.7322940815587372,0.8930997038823599
39,0,-2.0257876259047842,0.32797997483407454,-0.26906689980574816,0.8515934313061787,1.0553180751773772,0.9029285040200554,2.1219760882308463,-0.4212496863725851,-1.4385006775475522,-0.32761098315707027,0.9884426826831745,-1.1844631705378612,-0.440423132965137,-0.28139551003068375,2.2225729798494407,-1.1938989986563056,-0.5373287437804048,-1.2951683957395064,0.49289384181356,1.017025010784252
40,1,0.7414368060462363,-1.307293366061364,-4.2589239162579,-1.522946270124724,-1.6728289387716375,-0.6853539612344695,-1.6454678809424028,-1.081107287471171,-1.2827115751761529,2.0993004238625175,-2.7201660361379267,2.583688444722967,-3.1946958611588743,0.8512092401411725,0.8910748161072632,3.517309983339745,4.933352933073595,-0.8105076763100926,-0.5815404304130856,0.741424868827616
41,2,0.280584617414112,0.5662130692879785,-6.695201274650908,-1.0232255815347342,0.08760407158014465,1.2835278583449703,2.118533543100394,0.24103198258144262,-0.024636444947181618,-4.029286309012262,-1.9573375485029723,3.010039141648086,0.4426670337718378,3.354973095779657,-1.0785800467477664,-2.3487257892720756,-5.718100606812056,1.0416260180243684,-0.39456703803980386,-1.2017151734356686
42,2,0.12828994953211204,0.34391672431702625,4.211839375964106,5.07170906698263,0.05907315844055798,1.5387436575758324,0.43487825863736107,-2.0091422722412466,-3.5753798374678225,-2.150583333966381,1.9740211700479477,-1.3709505512225186,2.1075239079141013,-1.3945559932819838,4.117827978598062,-2.7160292761020783,-6.458874960774273,4.130178234788261,-0.45233851768380096,-1.2391481802511999
43,0,0.31109970637254225,-1.3447877032158189,1.4938308514489456,0.5624392752061931,-0.6401826577953843,1.0006842727758387,-0.9559247179623648,-1.9120777041374737,3.705686387328625,-2.3289846694646728,1.5406588317714047,1.873594227564531,0.20954664193512254,-3.9419317895339296,-7.0975243445940235,-4.164883117835064,-4.076094984770167,2.74259960279614,-0.3815768453436499,-1.2687394338186615
44,1,-1.2052789668213115,0.25672231256047495,5.823141856390117,2.0808820551697806,-1.0171891408564726,1.6694525959632196,-3.164209592959007,0.4361407335345031,-0.1384650186168712,-0.38497929923951646,1.5118359938742885,-1.1324947243070536,2.1493862681092426,-1.4958119852150484,0.27044171454222143,1.3408650939022864,0.905631812218209,1.6732238418635301,1.3913980692797112,1.065615402710831
45,0,0.8688765045294696,2.4117766269128347,3.4075931495725658,-5.0689554566870205,0.8604891826471727,-1.1060930066095174,-0.4957774746083866,-1.1713350272912746,-0.29070779970388905,2.479529952438984,-2.6287031977758453,0.09752260569443286,5.138011403142077,-4.211228508399117,-2.3904460511400276,0.2129604693266864,8.683029598537509,6.788690016226941,0.037253770617263385,-0.9828356456957156
46,0,0.6147699744140387,1.0075356097389194,1.2275580717818115,-0.7672615383437328,-1.488698555189338,0.7564121203882205,-0.09979368885400283,0.6031714032932228,0.36166176753705803,-2.3844925536785757,-2.819820268011085,0.4256157895374987,0.7246961070281086,-1.566434161839446,-1.8928179245660495,-2.2744917755720255,2.8780514521182745,0.1477610291242958,-0.22830896113011953,-0.5825587949259233
47,0,1.0318989428955176,-0.7722220223070896,4.871921107389054,-2.9717311502038912,1.1261139179251392,0.19097827619688537,0.46053419178238497,-0.3526247648611325,-1.754859595736511,0.9078985320227116,-3.765978272693955,0.19697405755206301,4.786149385017971,-5.074289102359434,-1.0365739120531001,-1.7374474063642913,8.995260903308091,4.817547612188424,-0.927396186832581,-0.160064716493838
48,2,-1.2995087184108185,-0.07859421834182745,-2.059320280678706,-2.3795745895265634,-1.0876317391589276,-0.35249321833091496,3.5291789888979244,0.6381224591384569,1.6710112079636343,-0.09479600468436941,2.2051032289680084,-1.7397627748359294,1.319186768076725,0.5969379501209299,-1.1225489857853677,-2.098226927570726,-2.725435920872544,0.6536788872433816,0.5227201119010468,-0.8583868871917695
49,2,0.8319732631819529,0.8747101252482946,2.0797694568679885,0.5514601068171532,0.5209670509196719,1.2668170298376344,-3.003516678977386,-1.5132667095481296,-2.3478282249742937,-0.7519780276471306,-0.22954644654783926,-2.2188062785225826,1.3005889814820955,1.481989492684942,3.8492209911274684,3.1044030981080097,1.5260066554699196,2.2683632655347092,-2.664116427514867,-1.9112425319007675
